cause_name,age,age_name,incidence,cluster_3,cluster_4,cause_outline,incidence_rate
Malaria,25,25-29 years,-0.2992241846249972,Infant,Infant,A.4.1,0.019919196147614976
Malaria,30,30-34 years,-0.3071869868657013,Infant,Infant,A.4.1,0.014692553218238978
Malaria,35,35-39 years,-0.2994017539740905,Infant,Infant,A.4.1,0.01193099449292534
Malaria,40,40-44 years,-0.2897637067191545,Infant,Infant,A.4.1,0.009292016276881223
Malaria,45,45-49 years,-0.2950036694457326,Infant,Infant,A.4.1,0.006803034595411923
Malaria,50,50-54 years,-0.2832895606505541,Infant,Infant,A.4.1,0.005093589616696667
Malaria,55,55-59 years,-0.2694286179174513,Infant,Infant,A.4.1,0.0041037888377617755
Malaria,60,60-64 years,-0.2562521416562916,Infant,Infant,A.4.1,0.0033149313971938513
Malaria,65,65-69 years,-0.2672944733955819,Infant,Infant,A.4.1,0.0026769580519599417
Malaria,70,70-74 years,-0.243444838166194,Infant,Infant,A.4.1,0.0022515835262782763
Malaria,75,75-79 years,-0.3075831261011894,Infant,Infant,A.4.1,0.0019519985856320551
Malaria,80,80-84 years,-0.3471727244617797,Infant,Infant,A.4.1,0.001526867749258913
Malaria,85,85-89 years,-0.3682150551342617,Infant,Infant,A.4.1,0.001195159813761586
Malaria,90,90-94 years,-0.374611934478644,Infant,Infant,A.4.1,9.609389706651037e-4
Malaria,95,95-99 years,-0.3758175675586027,Infant,Infant,A.4.1,7.745085730870301e-4
Male infertility,0,0-1 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,1,1-4 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,5,5-9 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,10,10-14 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,15,15-19 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,20,20-24 years,1.153782265028294,Adult,Adult (early),B.12.2.4,0
Male infertility,25,25-29 years,1.820000665312921,Adult,Adult (early),B.12.2.4,0
Male infertility,30,30-34 years,2.096270306879392,Adult,Adult (early),B.12.2.4,0
Male infertility,35,35-39 years,1.957633496736261,Adult,Adult (early),B.12.2.4,0
Male infertility,40,40-44 years,1.775443487562836,Adult,Adult (early),B.12.2.4,0
Male infertility,45,45-49 years,-0.1956767890401198,Adult,Adult (early),B.12.2.4,0
Male infertility,50,50-54 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,55,55-59 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,60,60-64 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,65,65-69 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,70,70-74 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,75,75-79 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,80,80-84 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,85,85-89 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,90,90-94 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Male infertility,95,95-99 years,-0.5738302288319723,Adult,Adult (early),B.12.2.4,0
Malignant skin melanoma,0,0-1 years,-1.012076480774541,Ageing-related,Ageing-related,B.1.12,1.5992897761054103e-6
Malignant skin melanoma,1,1-4 years,-1.011430624469642,Ageing-related,Ageing-related,B.1.12,1.558938489196744e-6
Malignant skin melanoma,5,5-9 years,-1.034773223968566,Ageing-related,Ageing-related,B.1.12,5.889996751217413e-7
Malignant skin melanoma,10,10-14 years,-1.03404964328426,Ageing-related,Ageing-related,B.1.12,6.308612189423379e-7
Malignant skin melanoma,15,15-19 years,-1.008130787847758,Ageing-related,Ageing-related,B.1.12,2.5122279405040223e-6
Malignant skin melanoma,20,20-24 years,-0.9580223449421225,Ageing-related,Ageing-related,B.1.12,6.065876982838597e-6
Malignant skin melanoma,25,25-29 years,-0.8831173155721052,Ageing-related,Ageing-related,B.1.12,1.2356320542537585e-5
Malignant skin melanoma,30,30-34 years,-0.7705193958269112,Ageing-related,Ageing-related,B.1.12,1.842974338086216e-5
Malignant skin melanoma,35,35-39 years,-0.6228272251935335,Ageing-related,Ageing-related,B.1.12,2.4950459441050373e-5
Malignant skin melanoma,40,40-44 years,-0.4660476072892491,Ageing-related,Ageing-related,B.1.12,3.366873669509652e-5
Malignant skin melanoma,45,45-49 years,-0.375566518112746,Ageing-related,Ageing-related,B.1.12,4.028953779569272e-5
Malignant skin melanoma,50,50-54 years,-0.1516933989897956,Ageing-related,Ageing-related,B.1.12,5.4448507888849884e-5
Malignant skin melanoma,55,55-59 years,0.145875396466397,Ageing-related,Ageing-related,B.1.12,7.589441090577406e-5
Malignant skin melanoma,60,60-64 years,0.3304709488151328,Ageing-related,Ageing-related,B.1.12,9.521396458966835e-5
Malignant skin melanoma,65,65-69 years,0.5366903476809357,Ageing-related,Ageing-related,B.1.12,1.2844966997906614e-4
Malignant skin melanoma,70,70-74 years,0.8273676868685426,Ageing-related,Ageing-related,B.1.12,1.7077846256794893e-4
Malignant skin melanoma,75,75-79 years,1.054404871634885,Ageing-related,Ageing-related,B.1.12,2.0223424083135765e-4
Malignant skin melanoma,80,80-84 years,1.289359232982479,Ageing-related,Ageing-related,B.1.12,2.500922804760014e-4
Malignant skin melanoma,85,85-89 years,1.586280240165145,Ageing-related,Ageing-related,B.1.12,3.232213196105149e-4
Malignant skin melanoma,90,90-94 years,1.697566029764474,Ageing-related,Ageing-related,B.1.12,3.187356077313233e-4
Malignant skin melanoma,95,95-99 years,1.860239811893242,Ageing-related,Ageing-related,B.1.12,4.3058460770984753e-4
Maternal abortion and miscarriage,0,0-1 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,1,1-4 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,5,5-9 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,10,10-14 years,-0.5328343583301312,Adult,Adult (early),A.6.1.5,1.8493943879702894e-4
Maternal abortion and miscarriage,15,15-19 years,1.013349619317112,Adult,Adult (early),A.6.1.5,0.009084178030231652
Maternal abortion and miscarriage,20,20-24 years,1.68221597168435,Adult,Adult (early),A.6.1.5,0.02223066600538893
Maternal abortion and miscarriage,25,25-29 years,1.524746925723384,Adult,Adult (early),A.6.1.5,0.017828957232383424
Maternal abortion and miscarriage,30,30-34 years,1.410013101186259,Adult,Adult (early),A.6.1.5,0.011259936935883985
Maternal abortion and miscarriage,35,35-39 years,1.588583848496261,Adult,Adult (early),A.6.1.5,0.007622462476417908
Maternal abortion and miscarriage,40,40-44 years,1.619729375239589,Adult,Adult (early),A.6.1.5,0.0027408261711516367
Maternal abortion and miscarriage,45,45-49 years,0.9115574655569861,Adult,Adult (early),A.6.1.5,5.150061300995376e-4
Maternal abortion and miscarriage,50,50-54 years,-0.5346430478258076,Adult,Adult (early),A.6.1.5,1.6108884191175106e-5
Maternal abortion and miscarriage,55,55-59 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,60,60-64 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,65,65-69 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,70,70-74 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,75,75-79 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,80,80-84 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,85,85-89 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,90,90-94 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal abortion and miscarriage,95,95-99 years,-0.723559908420667,Adult,Adult (early),A.6.1.5,0
Maternal deaths aggravated by HIV/AIDS,0,0-1 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,1,1-4 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,5,5-9 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,10,10-14 years,-0.6221595860545652,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,15,15-19 years,-0.02567457296079412,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,20,20-24 years,0.7464852025028531,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,25,25-29 years,1.561791675765355,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,30,30-34 years,2.013944092984508,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,35,35-39 years,2.182624483667301,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,40,40-44 years,1.752584541055809,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,45,45-49 years,0.6657261106703933,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,50,50-54 years,-0.5249528298406059,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,55,55-59 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,60,60-64 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,65,65-69 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,70,70-74 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,75,75-79 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,80,80-84 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,85,85-89 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,90,90-94 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal deaths aggravated by HIV/AIDS,95,95-99 years,-0.6458640931491879,Adult,Adult (early),A.6.1.9,0
Maternal hemorrhage,0,0-1 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,1,1-4 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,5,5-9 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,10,10-14 years,-0.5802675695242137,Adult,Adult (early),A.6.1.1,6.844146873691296e-5
Maternal hemorrhage,15,15-19 years,0.6561408700456666,Adult,Adult (early),A.6.1.1,0.0024860327387362545
Maternal hemorrhage,20,20-24 years,2.076689253016188,Adult,Adult (early),A.6.1.1,0.0057169571707163325
Maternal hemorrhage,25,25-29 years,2.077172358253607,Adult,Adult (early),A.6.1.1,0.0068110807206763786
Maternal hemorrhage,30,30-34 years,1.806012672757541,Adult,Adult (early),A.6.1.1,0.0053574210742169635
Maternal hemorrhage,35,35-39 years,1.61535802080938,Adult,Adult (early),A.6.1.1,0.003110974422975979
Maternal hemorrhage,40,40-44 years,0.7265446670943243,Adult,Adult (early),A.6.1.1,0.0012670705687566274
Maternal hemorrhage,45,45-49 years,-0.1775525793093633,Adult,Adult (early),A.6.1.1,3.897168806458764e-4
Maternal hemorrhage,50,50-54 years,-0.5817951575087429,Adult,Adult (early),A.6.1.1,8.47090591391748e-6
Maternal hemorrhage,55,55-59 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,60,60-64 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,65,65-69 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,70,70-74 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,75,75-79 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,80,80-84 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,85,85-89 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,90,90-94 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hemorrhage,95,95-99 years,-0.6348585446361991,Adult,Adult (early),A.6.1.1,0
Maternal hypertensive disorders,0,0-1 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,1,1-4 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,5,5-9 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,10,10-14 years,-0.5418833496126741,Adult,Adult (early),A.6.1.3,6.0683069494733734e-5
Maternal hypertensive disorders,15,15-19 years,1.172034690312755,Adult,Adult (early),A.6.1.3,0.0024012068929231325
Maternal hypertensive disorders,20,20-24 years,2.195885827651523,Adult,Adult (early),A.6.1.3,0.006648165752490233
Maternal hypertensive disorders,25,25-29 years,2.295461342740169,Adult,Adult (early),A.6.1.3,0.007969100711154848
Maternal hypertensive disorders,30,30-34 years,1.59501262263117,Adult,Adult (early),A.6.1.3,0.006894884762567087
Maternal hypertensive disorders,35,35-39 years,1.161294641322715,Adult,Adult (early),A.6.1.3,0.004556259665293166
Maternal hypertensive disorders,40,40-44 years,0.4679731499886097,Adult,Adult (early),A.6.1.3,0.0018141207374900198
Maternal hypertensive disorders,45,45-49 years,-0.2210430193818472,Adult,Adult (early),A.6.1.3,4.660808090806057e-4
Maternal hypertensive disorders,50,50-54 years,-0.5696583072636325,Adult,Adult (early),A.6.1.3,1.054998075011176e-5
Maternal hypertensive disorders,55,55-59 years,-0.6295887267637744,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,60,60-64 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,65,65-69 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,70,70-74 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,75,75-79 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,80,80-84 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,85,85-89 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,90,90-94 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal hypertensive disorders,95,95-99 years,-0.6295898974204557,Adult,Adult (early),A.6.1.3,0
Maternal obstructed labor and uterine rupture,0,0-1 years,-0.7065237820443436,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,1,1-4 years,-0.7065237820443436,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,5,5-9 years,-0.7065237820443436,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,10,10-14 years,-0.6699792038487873,Adult,Adult (early),A.6.1.4,3.865765536976448e-5
Maternal obstructed labor and uterine rupture,15,15-19 years,0.2710243742077209,Adult,Adult (early),A.6.1.4,0.0015766865115938858
Maternal obstructed labor and uterine rupture,20,20-24 years,1.607080682068945,Adult,Adult (early),A.6.1.4,0.0038986671838782553
Maternal obstructed labor and uterine rupture,25,25-29 years,1.91341708026635,Adult,Adult (early),A.6.1.4,0.00426915646682971
Maternal obstructed labor and uterine rupture,30,30-34 years,2.059870393760502,Adult,Adult (early),A.6.1.4,0.0033314330192913324
Maternal obstructed labor and uterine rupture,35,35-39 years,1.830921585945832,Adult,Adult (early),A.6.1.4,0.0019462365674226495
Maternal obstructed labor and uterine rupture,40,40-44 years,1.069528602077951,Adult,Adult (early),A.6.1.4,6.885021979438572e-4
Maternal obstructed labor and uterine rupture,45,45-49 years,0.2596440871261728,Adult,Adult (early),A.6.1.4,1.793487029579084e-4
Maternal obstructed labor and uterine rupture,50,50-54 years,-0.4361193479880008,Adult,Adult (early),A.6.1.4,4.652373467070042e-6
Maternal obstructed labor and uterine rupture,55,55-59 years,-0.5440964482739241,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,60,60-64 years,-0.5903530081513296,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,65,65-69 years,-0.6214178932565863,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,70,70-74 years,-0.6432241082008199,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,75,75-79 years,-0.6543678569292355,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,80,80-84 years,-0.6695481309216201,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,85,85-89 years,-0.6809334901336856,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,90,90-94 years,-0.6879124915096066,Adult,Adult (early),A.6.1.4,0
Maternal obstructed labor and uterine rupture,95,95-99 years,-0.6939634801068467,Adult,Adult (early),A.6.1.4,0
Maternal sepsis and other maternal infections,0,0-1 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,1,1-4 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,5,5-9 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,10,10-14 years,-0.5863052288193614,Adult,Adult (early),A.6.1.2,9.800684404300538e-5
Maternal sepsis and other maternal infections,15,15-19 years,0.959180108427489,Adult,Adult (early),A.6.1.2,0.00466118113106889
Maternal sepsis and other maternal infections,20,20-24 years,2.202146038200359,Adult,Adult (early),A.6.1.2,0.011671546210682494
Maternal sepsis and other maternal infections,25,25-29 years,2.076763053548899,Adult,Adult (early),A.6.1.2,0.00906893139941488
Maternal sepsis and other maternal infections,30,30-34 years,1.567088336321177,Adult,Adult (early),A.6.1.2,0.005042421032723023
Maternal sepsis and other maternal infections,35,35-39 years,1.371657024775135,Adult,Adult (early),A.6.1.2,0.0025708317902380863
Maternal sepsis and other maternal infections,40,40-44 years,0.851263312016256,Adult,Adult (early),A.6.1.2,0.0010710071613804384
Maternal sepsis and other maternal infections,45,45-49 years,0.01906683593552157,Adult,Adult (early),A.6.1.2,3.5158978791607827e-4
Maternal sepsis and other maternal infections,50,50-54 years,-0.5830365692555788,Adult,Adult (early),A.6.1.2,8.162523740919477e-6
Maternal sepsis and other maternal infections,55,55-59 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,60,60-64 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,65,65-69 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,70,70-74 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,75,75-79 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,80,80-84 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,85,85-89 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,90,90-94 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Maternal sepsis and other maternal infections,95,95-99 years,-0.6564852425958246,Adult,Adult (early),A.6.1.2,0
Measles,0,0-1 years,3.735890423131742,Infant,Infant,A.5.6,0.0226785223013883
Measles,1,1-4 years,2.252876232649888,Infant,Infant,A.5.6,0.015007168176757155
Measles,5,5-9 years,-0.04700997709490534,Infant,Infant,A.5.6,0.0019222381637919804
Measles,10,10-14 years,-0.2704998034329489,Infant,Infant,A.5.6,5.09178587603543e-4
Measles,15,15-19 years,-0.3170159357544159,Infant,Infant,A.5.6,1.8079521574684265e-4
Measles,20,20-24 years,-0.3285194936628398,Infant,Infant,A.5.6,9.639708111277564e-5
Measles,25,25-29 years,-0.3338527086167714,Infant,Infant,A.5.6,5.190473952778707e-5
Measles,30,30-34 years,-0.3352547042128691,Infant,Infant,A.5.6,3.42577737984104e-5
Measles,35,35-39 years,-0.3349738445713354,Infant,Infant,A.5.6,2.3668718417415036e-5
Measles,40,40-44 years,-0.3345972685274439,Infant,Infant,A.5.6,1.831362989306382e-5
Measles,45,45-49 years,-0.3348039665693458,Infant,Infant,A.5.6,1.4191105655036025e-5
Measles,50,50-54 years,-0.3353355231724222,Infant,Infant,A.5.6,1.207304872578771e-5
Measles,55,55-59 years,-0.335268078183153,Infant,Infant,A.5.6,1.3350107952792473e-5
Measles,60,60-64 years,-0.3357005530980438,Infant,Infant,A.5.6,0
Measles,65,65-69 years,-0.3356466545350454,Infant,Infant,A.5.6,0
Measles,70,70-74 years,-0.3348846214333071,Infant,Infant,A.5.6,0
Measles,75,75-79 years,-0.3342611118310521,Infant,Infant,A.5.6,0
Measles,80,80-84 years,-0.3342615139616453,Infant,Infant,A.5.6,0
Measles,85,85-89 years,-0.3342398713905213,Infant,Infant,A.5.6,0
Measles,90,90-94 years,-0.3356243120092166,Infant,Infant,A.5.6,0
Measles,95,95-99 years,-0.3370167137243484,Infant,Infant,A.5.6,0
Meningitis,0,0-1 years,4.4044660825706,Infant,Infant,A.5.1,0.005482942205958393
Meningitis,1,1-4 years,0.5422831409478257,Infant,Infant,A.5.1,0.0010394562759082416
Meningitis,5,5-9 years,-0.151478025403654,Infant,Infant,A.5.1,3.6402011694721016e-4
Meningitis,10,10-14 years,-0.2151490738348807,Infant,Infant,A.5.1,1.980464611193981e-4
Meningitis,15,15-19 years,-0.2274070270102122,Infant,Infant,A.5.1,1.7036117947719087e-4
Meningitis,20,20-24 years,-0.2457371249709281,Infant,Infant,A.5.1,1.7276395540967985e-4
Meningitis,25,25-29 years,-0.2680486065382861,Infant,Infant,A.5.1,1.7170505592934915e-4
Meningitis,30,30-34 years,-0.272444163348054,Infant,Infant,A.5.1,1.6384226832168237e-4
Meningitis,35,35-39 years,-0.268693018887721,Infant,Infant,A.5.1,1.4102827104619102e-4
Meningitis,40,40-44 years,-0.2744998222309608,Infant,Infant,A.5.1,1.252226836337924e-4
Meningitis,45,45-49 years,-0.2719164983001239,Infant,Infant,A.5.1,1.1697552215645915e-4
Meningitis,50,50-54 years,-0.2754771095000098,Infant,Infant,A.5.1,1.1418636451986012e-4
Meningitis,55,55-59 years,-0.2739283861190822,Infant,Infant,A.5.1,1.1644288438570736e-4
Meningitis,60,60-64 years,-0.2730654222656001,Infant,Infant,A.5.1,1.2669646265481274e-4
Meningitis,65,65-69 years,-0.2768686533636006,Infant,Infant,A.5.1,1.3673542281485919e-4
Meningitis,70,70-74 years,-0.265464733103436,Infant,Infant,A.5.1,1.5899521078161102e-4
Meningitis,75,75-79 years,-0.2681078615234864,Infant,Infant,A.5.1,1.927250349480747e-4
Meningitis,80,80-84 years,-0.2686342264665472,Infant,Infant,A.5.1,2.3277867396863055e-4
Meningitis,85,85-89 years,-0.2692857068438536,Infant,Infant,A.5.1,2.837744297199727e-4
Meningitis,90,90-94 years,-0.293286051775092,Infant,Infant,A.5.1,3.105283806758835e-4
Meningitis,95,95-99 years,-0.287257712032896,Infant,Infant,A.5.1,3.069757690094531e-4
Mesothelioma,0,0-1 years,-0.9447601731786993,Ageing-related,Ageing-related,B.1.24,0
Mesothelioma,1,1-4 years,-0.9447601731786993,Ageing-related,Ageing-related,B.1.24,0
Mesothelioma,5,5-9 years,-0.9447601731786993,Ageing-related,Ageing-related,B.1.24,0
Mesothelioma,10,10-14 years,-0.9447601731786993,Ageing-related,Ageing-related,B.1.24,0
Mesothelioma,15,15-19 years,-0.9447601731786993,Ageing-related,Ageing-related,B.1.24,0
Mesothelioma,20,20-24 years,-0.8810388341812967,Ageing-related,Ageing-related,B.1.24,3.214994327159631e-7
Mesothelioma,25,25-29 years,-0.8430238708460827,Ageing-related,Ageing-related,B.1.24,5.075083570755033e-7
Mesothelioma,30,30-34 years,-0.8252125645330778,Ageing-related,Ageing-related,B.1.24,5.7571372216729e-7
Mesothelioma,35,35-39 years,-0.721495971409467,Ageing-related,Ageing-related,B.1.24,1.1453970300103079e-6
Mesothelioma,40,40-44 years,-0.599959382667905,Ageing-related,Ageing-related,B.1.24,1.8315062174615575e-6
Mesothelioma,45,45-49 years,-0.4708848957444855,Ageing-related,Ageing-related,B.1.24,2.8920539328107325e-6
Mesothelioma,50,50-54 years,-0.2182860315371777,Ageing-related,Ageing-related,B.1.24,5.031576677087174e-6
Mesothelioma,55,55-59 years,0.1877642631564262,Ageing-related,Ageing-related,B.1.24,8.981440314151584e-6
Mesothelioma,60,60-64 years,0.3312611122894782,Ageing-related,Ageing-related,B.1.24,1.1233733521227691e-5
Mesothelioma,65,65-69 years,0.7878745955807517,Ageing-related,Ageing-related,B.1.24,1.7541391691724784e-5
Mesothelioma,70,70-74 years,1.465560732538135,Ageing-related,Ageing-related,B.1.24,2.8485751453122705e-5
Mesothelioma,75,75-79 years,1.950365455125141,Ageing-related,Ageing-related,B.1.24,3.9595048256589374e-5
Mesothelioma,80,80-84 years,1.822283410232856,Ageing-related,Ageing-related,B.1.24,4.499650593993557e-5
Mesothelioma,85,85-89 years,1.513039036735926,Ageing-related,Ageing-related,B.1.24,5.050088424922065e-5
Mesothelioma,90,90-94 years,0.8781381068039061,Ageing-related,Ageing-related,B.1.24,4.26983990668825e-5
Mesothelioma,95,95-99 years,0.3474157043503706,Ageing-related,Ageing-related,B.1.24,2.494441307525071e-5
Migraine,0,0-1 years,-1.632350446637987,Adult,Adult (early),B.5.6.1,0
Migraine,1,1-4 years,-1.632350446637987,Adult,Adult (early),B.5.6.1,0
Migraine,5,5-9 years,-1.337574128232345,Adult,Adult (early),B.5.6.1,0.015567397043573803
Migraine,10,10-14 years,-0.1046260267221526,Adult,Adult (early),B.5.6.1,0.02340062401757805
Migraine,15,15-19 years,0.6346425534383521,Adult,Adult (early),B.5.6.1,0.016106668383970815
Migraine,20,20-24 years,0.9013406702224971,Adult,Adult (early),B.5.6.1,0.014407705554602222
Migraine,25,25-29 years,1.05335394193052,Adult,Adult (early),B.5.6.1,0.014938091174010359
Migraine,30,30-34 years,1.172167499595681,Adult,Adult (early),B.5.6.1,0.013996520083220962
Migraine,35,35-39 years,1.260369249126628,Adult,Adult (early),B.5.6.1,0.014235016532773663
Migraine,40,40-44 years,1.321352079418191,Adult,Adult (early),B.5.6.1,0.012555221461597588
Migraine,45,45-49 years,1.140791422927438,Adult,Adult (early),B.5.6.1,0.008912103349464004
Migraine,50,50-54 years,0.9012356372663325,Adult,Adult (early),B.5.6.1,0.007419471384378424
Migraine,55,55-59 years,0.6404363709488979,Adult,Adult (early),B.5.6.1,0.005550702830045781
Migraine,60,60-64 years,0.355088119005619,Adult,Adult (early),B.5.6.1,0.003659816372520198
Migraine,65,65-69 years,0.03552903438408216,Adult,Adult (early),B.5.6.1,0.0027017700946010957
Migraine,70,70-74 years,-0.3248521168612548,Adult,Adult (early),B.5.6.1,0.002362522291632733
Migraine,75,75-79 years,-0.5834096499738727,Adult,Adult (early),B.5.6.1,0.0025205593789927104
Migraine,80,80-84 years,-0.7330131158113623,Adult,Adult (early),B.5.6.1,0.0025392260535286697
Migraine,85,85-89 years,-0.8492878663155374,Adult,Adult (early),B.5.6.1,0.0018691270913602463
Migraine,90,90-94 years,-1.00860291227575,Adult,Adult (early),B.5.6.1,9.897100774820897e-4
